id,Spruce,Sliver Fir,Douglas Fir,Pine,Oak,Beech,Sycamore
205466.0,0,0,0,0,0,0,1
337909.0,1,1,0,0,0,0,0
178366.0,1,0,0,0,0,0,0
47342.0,0,0,0,0,0,1,0
382564.0,1,0,0,0,0,0,0
227999.0,0,0,0,0,1,0,0
399266.0,1,1,0,0,0,0,0
229032.0,1,1,0,0,0,0,0
334039.0,0,1,0,0,0,0,0
163291.0,0,1,0,0,0,0,0
254520.0,1,0,0,0,0,1,0
286055.0,0,0,0,0,0,1,0
183280.0,0,0,0,0,0,1,0
164053.0,1,1,0,0,0,0,0
102905.0,0,0,1,0,0,0,0
105019.0,0,0,1,0,0,1,0
145444.0,0,0,0,0,0,1,0
139611.0,1,0,0,0,0,0,0
385359.0,1,0,0,0,0,0,0
86345.0,0,1,0,0,0,0,0
60231.0,1,0,0,0,0,0,0
349771.0,0,1,0,0,0,0,0
143804.0,0,0,1,0,0,1,0
339637.0,0,0,0,0,0,1,0
228792.0,0,0,0,0,0,0,1
168711.0,1,0,0,0,0,0,0
236282.0,1,0,0,0,0,0,0
155791.0,0,1,0,0,0,0,0
55977.0,1,0,0,0,0,0,0
201480.0,1,0,0,0,0,0,0
215778.0,0,0,0,0,0,1,0
410090.0,1,0,1,0,0,0,0
192058.0,1,0,0,0,0,0,0
357016.0,0,0,1,0,0,0,0
146039.0,1,0,0,0,0,0,0
411671.0,1,0,0,0,0,0,0
238682.0,1,1,0,0,0,0,0
289551.0,1,0,0,0,0,0,0
281190.0,1,0,0,0,0,1,0
356619.0,0,0,1,0,0,0,0
362514.0,0,0,0,1,1,0,0
251870.0,1,0,0,0,0,0,0
377877.0,0,0,1,0,0,0,0
109608.0,0,0,0,0,0,1,0
164292.0,1,0,0,0,0,0,0
221128.0,1,0,0,1,0,0,0
352238.0,0,0,0,0,0,0,1
195803.0,0,0,1,0,0,0,0
334391.0,1,1,0,0,0,0,0
357858.0,0,1,0,0,0,0,0
233893.0,1,0,1,0,0,0,0
97754.0,0,1,0,0,0,0,0
263622.0,1,0,0,0,0,0,0
157400.0,1,0,0,0,0,0,0
313237.0,1,0,0,0,0,1,0
225068.0,1,1,0,0,0,0,0
228459.0,0,1,0,0,0,0,0
409155.0,1,0,0,0,0,0,0
245833.0,1,0,0,0,0,0,0
122681.0,1,0,0,0,0,0,0
377380.0,1,0,0,0,0,0,0
224543.0,0,0,0,0,0,1,0
11868.0,0,0,0,1,0,0,0
12307.0,1,0,0,0,0,0,0
228017.0,0,0,0,0,0,0,1
70972.0,1,0,0,0,0,0,0
315667.0,0,0,0,0,0,1,0
262634.0,1,1,0,0,0,0,0
216097.0,1,0,0,0,0,1,0
175712.0,1,0,0,0,0,0,0
296650.0,1,0,0,0,0,1,0
385135.0,0,0,0,0,0,1,0
268892.0,1,0,0,0,0,0,0
15203.0,1,0,0,0,0,0,0
411839.0,1,0,0,0,0,0,0
307555.0,1,0,0,0,0,0,0
228934.0,0,0,0,1,0,0,0
337197.0,1,0,0,0,0,0,0
279585.0,1,0,0,0,0,0,0
411268.0,1,1,0,0,0,0,0
384641.0,1,0,0,0,0,0,0
281770.0,0,0,0,0,0,1,0
273126.0,1,0,0,0,0,0,0
338434.0,0,0,0,1,0,1,0
411686.0,0,0,1,0,0,0,0
279473.0,1,0,0,0,0,1,0
398797.0,0,1,0,0,0,0,0
397942.0,1,0,0,0,0,0,0
156908.0,0,0,0,0,0,1,0
238507.0,1,0,0,0,0,0,0
59874.0,0,0,0,1,1,0,0
123208.0,0,1,0,0,0,0,0
324666.0,1,0,0,0,0,0,0
406252.0,0,1,0,0,0,0,0
53537.0,0,1,0,0,0,1,0
129576.0,0,0,0,0,0,0,1
367992.0,0,1,0,0,0,1,0
45472.0,1,0,0,0,0,0,0
86641.0,0,1,1,0,0,0,0
233058.0,1,0,0,0,0,0,0
383886.0,1,0,0,0,0,0,0
24866.0,0,0,1,0,0,0,0
416273.0,1,0,0,0,0,0,0
232441.0,1,1,0,0,0,0,0
380660.0,1,0,0,0,0,0,0
399954.0,0,0,0,0,1,0,0
244042.0,0,0,0,0,0,1,0
232463.0,1,1,0,0,0,0,0
76722.0,1,0,0,0,0,0,0
140075.0,1,0,0,0,0,0,0
340328.0,1,0,0,0,0,0,0
31682.0,1,0,0,0,0,0,0
54616.0,1,0,0,0,0,0,0
37975.0,1,1,0,0,0,0,0
136007.0,1,0,0,0,0,1,0
45367.0,0,0,0,0,0,0,1
180244.0,0,1,0,0,0,1,0
328683.0,1,0,0,0,0,0,0
294665.0,1,0,0,0,0,0,0
377241.0,1,0,0,0,0,0,0
39911.0,0,1,0,0,0,0,0
88106.0,0,0,1,0,0,0,0
319178.0,0,1,0,0,0,0,0
369795.0,0,1,0,0,0,0,0
341228.0,1,0,0,0,0,0,0
328887.0,0,0,0,0,0,1,0
329617.0,0,1,0,0,0,0,0
269132.0,0,0,0,0,0,1,0
74119.0,0,0,0,0,1,0,0
113553.0,1,0,0,0,0,1,0
244706.0,0,1,0,0,0,1,0
396471.0,0,0,0,0,0,1,0
295387.0,0,1,1,0,0,0,0
368264.0,1,0,0,0,0,0,0
287634.0,1,0,0,0,0,0,0
238075.0,1,1,0,0,0,0,0
205725.0,1,0,0,0,0,0,0
355902.0,0,0,1,0,0,0,0
113602.0,0,0,0,0,0,1,0
369099.0,0,0,0,0,0,1,0
269426.0,0,0,0,0,0,1,0
298213.0,0,0,0,1,0,0,0
383741.0,1,0,0,0,0,0,0
378190.0,1,0,0,0,0,0,0
296478.0,1,0,0,0,0,0,0
139575.0,0,0,1,0,0,0,0
323617.0,1,0,0,0,0,0,0
51280.0,1,1,0,0,0,0,0
26749.0,0,1,0,0,0,1,0
140660.0,0,0,1,0,0,0,0
354843.0,1,0,0,0,0,0,0
327879.0,0,1,0,0,1,0,0
76827.0,1,0,0,0,0,0,0
174785.0,1,0,0,1,0,0,0
89747.0,1,0,0,0,0,0,0
342282.0,1,0,0,0,0,0,0
39867.0,1,0,0,0,0,0,0
260149.0,0,1,0,0,0,0,0
268168.0,0,0,0,0,0,1,0
394919.0,0,1,0,0,0,1,0
151663.0,1,1,0,0,0,0,0
276996.0,1,0,0,0,0,0,0
207156.0,1,0,0,0,0,0,1
245348.0,1,0,0,0,0,0,0
239742.0,1,0,1,0,0,0,0
404564.0,1,1,0,0,0,0,0
230154.0,0,1,0,0,0,1,0
88523.0,1,1,0,0,0,0,0
232991.0,0,1,0,0,0,1,0
34946.0,1,0,1,0,0,0,0
220691.0,1,0,0,1,0,0,0
410029.0,0,0,0,0,0,1,0
225522.0,1,0,1,0,0,0,0
112707.0,1,0,0,0,0,1,0
362036.0,1,0,0,0,0,1,0
320433.0,1,1,0,0,0,0,0
265221.0,1,0,0,0,0,0,0
107450.0,0,1,0,0,0,0,0
366560.0,0,1,0,0,0,0,0
41700.0,0,0,1,0,0,0,0
370392.0,1,0,0,0,0,0,0
216126.0,1,0,0,0,0,0,0
341543.0,0,1,0,0,0,0,0
331515.0,1,1,0,0,0,0,0
165384.0,1,0,0,1,0,0,0
210817.0,0,0,0,0,0,1,0
178068.0,0,0,1,0,0,0,0
248343.0,1,0,0,0,0,1,0
161809.0,1,0,0,0,0,0,0
156751.0,0,0,0,0,0,1,0
103346.0,1,0,1,0,0,0,0
233375.0,0,0,0,0,0,1,0
378628.0,1,1,0,1,0,0,0
251165.0,0,0,0,0,0,1,0
152088.0,1,1,0,0,0,0,0
298599.0,0,0,0,0,1,1,0
188352.0,0,0,0,1,0,1,0
352273.0,1,0,1,0,0,0,0
107448.0,1,0,0,0,0,0,0
241324.0,1,0,0,0,0,0,0
249542.0,1,1,0,0,0,0,0
119559.0,0,0,0,0,0,1,0
383423.0,1,0,0,0,0,0,0
200352.0,0,0,0,1,0,0,0
25136.0,0,0,1,0,0,1,0
214070.0,1,0,0,0,0,0,0
383140.0,1,0,0,0,0,0,0
168712.0,1,0,0,0,0,0,0
352142.0,1,0,0,0,0,0,0
297835.0,1,0,0,0,0,0,0
411184.0,0,1,0,0,0,0,0
104840.0,0,0,0,0,0,1,0
196905.0,1,1,0,0,0,0,0
306126.0,0,0,0,0,1,1,0
292490.0,0,0,0,0,0,1,0
286715.0,1,0,0,0,0,0,0
352060.0,1,0,0,0,0,0,0
355744.0,1,0,0,1,0,0,0
62841.0,1,0,0,0,0,0,0
2341.0,1,0,0,0,0,0,0
192996.0,1,1,0,0,0,0,0
120485.0,1,0,0,0,0,0,0
121068.0,1,0,0,0,0,1,0
53301.0,1,0,0,0,0,0,0
129249.0,1,1,0,0,0,0,0
405360.0,1,0,0,0,0,0,0
64502.0,1,1,0,0,0,0,0
78846.0,0,0,0,1,0,0,0
140291.0,1,0,0,0,0,0,0
48268.0,1,0,0,0,0,0,0
17379.0,1,1,0,0,0,0,0
409121.0,0,1,0,0,0,1,0
238899.0,0,0,0,0,1,1,0
304368.0,0,0,0,1,0,0,0
368173.0,1,1,0,0,0,0,0
134640.0,1,0,0,0,0,0,0
61020.0,0,0,0,0,0,1,0
118066.0,1,1,0,0,0,0,0
46909.0,1,0,0,0,0,0,0
281080.0,0,1,0,0,0,0,0
74922.0,0,0,1,0,0,0,0
207439.0,1,0,0,0,0,0,0
381437.0,1,0,0,0,0,1,0
402699.0,0,0,0,0,0,1,0
245643.0,0,1,0,0,0,0,0
326788.0,1,0,0,0,0,1,0
194513.0,1,0,0,0,0,1,0
77092.0,0,0,0,1,0,1,0
358657.0,0,0,0,0,0,1,1
25781.0,1,0,0,0,0,0,0
359721.0,1,0,0,0,0,0,0
89439.0,0,0,0,1,1,0,0
278117.0,0,1,0,0,0,1,0
222906.0,1,0,0,0,0,0,0
197377.0,1,0,0,0,0,0,0
328726.0,1,0,1,0,0,1,0
408365.0,1,0,1,0,0,0,0
102816.0,1,0,0,0,0,1,0
411284.0,1,0,0,0,0,0,0
23497.0,1,0,0,0,0,0,0
393585.0,0,0,0,1,0,0,0
148672.0,0,1,0,0,0,0,0
373569.0,0,0,0,0,0,1,0
338848.0,1,0,1,0,0,0,0
248018.0,0,0,0,0,0,1,0
241180.0,1,0,0,0,0,0,0
6722.0,1,0,0,0,0,1,0
268130.0,0,0,0,0,0,1,0
93668.0,1,1,0,0,0,0,0
282467.0,0,1,0,0,0,1,0
278217.0,1,1,0,0,0,1,0
168758.0,1,0,0,0,0,0,0
252814.0,1,0,0,0,0,0,0
140453.0,1,0,1,0,0,0,0
174376.0,1,0,0,0,0,0,0
359724.0,1,0,0,0,0,0,0
322602.0,1,0,0,0,0,0,0
37444.0,1,0,0,0,0,0,0
39159.0,1,1,0,0,0,0,0
380946.0,1,1,0,0,0,0,0
347811.0,1,0,0,0,0,1,0
42200.0,0,0,0,1,0,0,0
188099.0,0,0,0,0,0,1,0
138147.0,0,0,0,0,0,1,0
255303.0,1,0,0,0,0,0,0
177746.0,1,0,0,0,0,0,0
3691.0,0,0,0,0,0,1,0
240003.0,0,1,0,0,0,0,0
109722.0,0,1,1,0,0,0,0
118117.0,1,0,0,0,0,0,0
130214.0,1,0,0,0,0,1,0
242209.0,0,0,0,1,0,0,0
130244.0,0,1,0,0,0,1,0
312709.0,1,0,0,0,0,1,0
233273.0,1,1,0,0,0,0,0
101319.0,0,0,1,0,0,0,0
164272.0,0,1,0,0,0,0,0
325388.0,0,0,0,0,0,0,0
156686.0,1,0,0,0,0,0,0
88474.0,0,0,0,0,0,1,0
395386.0,0,0,0,0,0,0,0
227545.0,1,0,0,0,0,0,0
267199.0,1,0,0,0,0,0,0
277206.0,1,0,0,0,0,0,0
147350.0,1,1,0,0,0,0,0
368271.0,0,0,0,1,0,0,0
196234.0,0,0,0,0,0,1,0
232655.0,1,0,0,0,0,0,0
216236.0,1,0,0,0,0,0,0
286307.0,1,0,0,0,0,0,0
123231.0,0,1,0,1,0,0,0
187691.0,0,0,0,0,0,1,0
178728.0,1,0,0,0,0,0,0
365186.0,1,1,0,0,0,0,0
386569.0,1,0,0,0,0,0,0
310755.0,1,0,0,0,0,0,0
195231.0,1,0,0,0,0,0,0
309146.0,1,0,0,0,0,0,0
232196.0,1,0,0,0,0,1,0
227463.0,0,0,0,1,0,0,0
207925.0,1,0,0,0,0,0,0
294881.0,1,0,0,0,0,1,0
238993.0,1,1,0,0,0,0,0
381196.0,0,0,1,0,0,0,0
108793.0,1,0,0,0,0,0,0
317515.0,1,0,0,0,0,0,0
332265.0,1,0,0,0,0,0,0
388152.0,1,0,0,0,0,0,0
404074.0,0,0,1,0,0,1,0
11660.0,0,1,0,0,0,0,0
29065.0,1,0,0,0,0,1,0
396718.0,0,0,0,1,0,0,0
378818.0,1,0,0,0,0,0,0
390782.0,1,0,0,0,0,0,0
348433.0,1,0,0,0,0,0,0
74844.0,1,0,0,0,0,0,0
315801.0,1,0,1,0,0,0,0
272016.0,0,1,0,0,0,0,0
40913.0,1,0,0,0,0,0,0
179820.0,1,0,0,0,0,0,0
196713.0,1,0,1,0,0,0,0
329923.0,1,0,0,0,0,0,0
146900.0,0,0,1,0,0,0,0
415084.0,0,0,0,1,0,1,0
23767.0,1,0,0,0,0,0,0
367348.0,1,1,0,0,0,0,0
242653.0,1,0,0,0,0,0,0
11745.0,1,0,0,0,0,0,0
356889.0,0,1,0,0,0,0,0
168019.0,1,0,0,0,0,1,0
378836.0,1,0,0,1,0,0,0
140211.0,1,0,0,0,0,0,0
163175.0,1,0,1,0,0,0,0
224157.0,0,0,0,0,1,1,0
296277.0,0,0,1,0,0,0,0
172871.0,0,0,0,1,0,1,0
309415.0,1,0,0,0,0,1,0
357306.0,0,0,0,1,0,0,0
247689.0,1,1,0,0,0,0,0
412262.0,0,1,0,0,0,1,0
246756.0,0,0,1,0,0,0,0
109157.0,0,0,0,0,0,1,0
207589.0,1,0,0,0,0,0,0
407588.0,1,1,0,0,0,0,0
201538.0,0,0,0,1,0,0,0
169567.0,1,0,0,0,0,0,0
151897.0,1,1,0,0,0,0,0
133238.0,0,1,0,1,0,0,0
187238.0,0,1,0,0,0,0,0
170259.0,1,1,0,0,0,0,0
371224.0,1,0,1,0,0,0,0
174180.0,1,0,0,0,0,1,0
17008.0,0,0,1,1,0,0,0
229319.0,0,1,0,0,0,0,1
15471.0,0,1,0,0,0,0,0
277761.0,0,0,1,0,0,1,0
371507.0,1,0,0,0,0,1,0
268478.0,1,0,0,0,0,0,0
38811.0,0,0,0,0,0,1,0
178935.0,1,0,0,0,0,0,0
372626.0,0,0,0,0,0,1,0
90838.0,0,1,0,0,0,0,0
380168.0,1,0,0,0,0,0,0
15114.0,1,0,0,0,0,0,0
397923.0,1,0,0,0,0,0,0
147513.0,0,0,0,0,0,1,0
348774.0,1,0,0,0,0,0,0
94776.0,0,1,0,0,0,0,0
104883.0,1,0,1,0,0,0,0
393060.0,1,0,0,0,0,0,0
66416.0,0,0,1,0,0,0,0
86836.0,1,0,0,0,0,0,0
231238.0,1,1,0,0,0,0,0
26935.0,0,0,0,0,0,1,0
345803.0,1,0,0,0,0,0,0
153024.0,0,0,1,0,0,0,0
6695.0,1,0,0,0,0,1,0
368678.0,1,1,0,0,0,0,0
118351.0,1,0,0,0,0,0,0
49059.0,0,1,0,0,0,0,0
264868.0,1,0,0,0,0,0,0
318507.0,0,1,0,0,0,1,0
223356.0,1,1,0,0,0,0,0
85872.0,0,0,0,0,1,0,0
370216.0,0,0,0,0,0,1,0
142849.0,1,0,0,0,0,0,0
171513.0,1,0,0,0,0,0,0
370310.0,1,1,0,0,0,0,0
369753.0,0,0,0,0,0,1,0
120116.0,1,0,0,0,0,0,1
338327.0,1,1,0,0,0,0,0
250379.0,1,0,0,0,0,0,0
395780.0,1,1,0,0,0,0,0
215620.0,1,0,0,0,0,0,0
312957.0,1,0,0,0,0,1,0
402141.0,0,0,0,0,0,0,1
403534.0,1,1,0,0,0,0,0
134522.0,0,0,1,0,0,0,0
368407.0,1,0,0,0,0,0,0
147791.0,1,1,0,0,0,0,0
386259.0,1,0,0,0,0,0,0
226767.0,0,0,0,0,0,1,0
311966.0,1,0,0,0,0,0,0
232053.0,1,0,0,0,0,0,0
230273.0,1,1,0,0,0,0,0
321689.0,1,0,0,0,0,0,0
92267.0,0,0,0,0,0,1,0
47862.0,0,0,0,1,0,0,0
260273.0,0,0,0,0,0,1,0
392039.0,1,0,0,0,0,0,0
90754.0,1,0,0,0,0,0,0
164016.0,1,1,0,0,0,0,0
384345.0,1,0,0,1,0,0,0
114850.0,0,0,0,0,1,0,0
313738.0,1,0,0,0,0,0,0
363748.0,1,0,0,0,0,0,0
414619.0,1,0,0,0,0,0,0
259518.0,0,0,0,0,0,1,0
378928.0,0,0,0,0,0,1,0
96768.0,0,0,0,0,0,1,0
84793.0,0,1,0,0,0,0,0
175567.0,1,0,0,0,0,0,0
283580.0,0,0,0,0,0,1,0
182754.0,0,0,0,0,0,1,0
368838.0,1,1,0,0,0,0,0
219067.0,1,0,0,0,0,0,0
205423.0,0,0,0,0,0,1,0
127447.0,0,0,1,0,0,0,0
9633.0,0,0,0,0,0,1,0
190120.0,1,0,0,1,0,0,0
31255.0,0,0,1,0,0,0,0
347022.0,1,0,0,0,0,1,0
86585.0,0,0,0,0,1,0,0
186291.0,0,0,1,0,0,0,0
283743.0,1,0,0,0,0,1,0
373597.0,1,0,0,0,0,0,0
350594.0,1,0,1,0,0,0,0
1215.0,1,0,0,0,0,0,0
53153.0,0,0,0,0,1,0,0
404603.0,1,0,0,1,0,0,0
219237.0,1,0,0,0,0,0,0
150530.0,0,0,1,0,0,0,0
62584.0,1,1,0,0,0,1,0
408095.0,1,0,0,0,0,0,0
102883.0,0,1,0,0,0,1,0
332646.0,0,0,1,0,0,0,0
41696.0,1,0,0,0,0,1,0
305608.0,1,0,0,0,0,0,0
159822.0,1,0,0,0,0,0,0
197627.0,0,1,0,0,0,1,0
328282.0,1,0,0,1,0,0,0
301886.0,1,0,0,0,0,1,0
118951.0,0,1,0,0,0,1,0
355431.0,1,1,0,0,0,0,0
214320.0,0,0,0,0,0,1,0
109900.0,1,0,0,0,0,0,0
256145.0,1,0,0,0,0,0,0
7674.0,1,0,0,0,0,0,0
77242.0,0,0,1,0,0,0,0
151419.0,0,0,0,0,1,0,0
109883.0,1,0,0,1,0,0,0
119020.0,1,0,0,0,0,0,0
114083.0,1,0,0,0,0,0,0
194882.0,0,0,0,0,1,1,0
207432.0,1,0,0,0,0,0,0
237950.0,1,0,0,0,0,0,0
131406.0,0,1,0,1,0,0,0
5070.0,1,1,0,0,0,0,0
328580.0,1,0,0,0,0,0,0
112252.0,1,0,0,0,0,1,0
406922.0,1,0,0,0,0,0,0
165693.0,1,1,0,0,0,0,0
411803.0,1,0,0,0,0,0,0
139767.0,0,1,0,0,0,0,0
