id,Spruce,Silver Fir,Douglas Fir,Pine,Oak,Beech,Sycamore
315435.0,0,0,0,0,0,1,0
25327.0,1,0,1,0,0,0,0
132763.0,1,0,0,0,0,1,0
364163.0,1,1,0,0,0,1,0
133785.0,0,1,0,0,0,0,0
115238.0,0,1,1,0,0,0,0
112313.0,1,1,0,0,0,0,0
96265.0,1,0,0,0,0,0,0
324344.0,0,0,0,0,0,1,0
113260.0,1,1,0,0,0,0,0
250768.0,1,0,0,0,0,0,0
379125.0,1,0,0,0,0,1,0
340779.0,0,0,1,0,0,0,0
178917.0,1,0,0,0,0,0,0
54840.0,1,0,1,0,0,0,0
263543.0,1,0,0,0,0,1,0
383198.0,1,0,1,0,0,0,0
31801.0,1,0,0,0,0,0,0
198312.0,0,0,0,1,0,1,0
162252.0,1,0,0,0,0,1,0
188995.0,1,1,0,0,0,0,0
150064.0,0,1,0,0,0,0,0
169343.0,1,0,0,1,0,0,0
368399.0,1,1,0,0,0,0,0
231029.0,0,0,0,0,0,1,0
154005.0,1,1,0,0,0,0,0
356392.0,1,1,0,0,0,0,0
118873.0,1,0,0,0,0,1,0
122803.0,0,1,0,0,0,1,0
275940.0,1,1,0,0,0,0,0
112422.0,1,1,0,0,0,0,0
215776.0,1,0,0,0,0,0,0
353030.0,1,0,0,0,0,1,0
214068.0,1,0,1,0,0,0,0
19240.0,0,0,0,1,0,1,0
336698.0,1,1,0,0,0,0,0
108385.0,0,1,0,0,0,0,0
231916.0,0,1,0,0,0,1,0
4774.0,1,0,0,0,0,1,0
238389.0,0,0,0,0,0,1,0
301648.0,1,0,1,0,0,0,0
316981.0,0,1,0,0,0,0,0
159380.0,1,1,0,0,0,0,0
337448.0,0,1,0,0,0,0,0
166625.0,0,0,1,0,0,1,0
73028.0,0,0,0,0,1,0,0
363168.0,1,0,0,0,0,1,0
361545.0,0,0,0,0,0,1,0
187048.0,1,0,0,0,0,0,0
251627.0,1,0,0,0,0,1,0
373430.0,0,0,1,1,0,0,0
190771.0,0,1,0,0,0,1,0
222607.0,1,0,1,0,0,0,0
228877.0,1,1,0,0,0,0,0
222295.0,0,0,0,1,1,0,0
250558.0,0,0,0,0,0,1,0
212726.0,0,0,0,0,0,1,0
117560.0,1,0,1,0,0,0,0
250757.0,1,0,0,0,0,1,0
324922.0,0,0,0,0,0,0,1
171816.0,0,0,0,0,0,0,1
396809.0,1,0,0,1,0,0,0
89530.0,0,0,0,1,0,0,0
311965.0,0,0,0,0,0,1,1
352208.0,1,0,0,0,0,0,0
355543.0,0,1,0,1,0,0,0
89681.0,1,0,0,0,0,0,0
109792.0,0,0,1,0,0,0,0
142830.0,0,0,0,0,0,1,0
213351.0,1,1,0,0,0,0,0
58996.0,0,0,0,1,0,1,0
291514.0,0,1,0,0,0,1,0
15175.0,0,0,0,1,0,0,0
53708.0,1,0,0,0,0,1,0
343026.0,1,0,1,0,0,0,0
199480.0,0,0,0,1,0,1,0
264327.0,0,1,0,0,0,1,0
179105.0,1,0,0,0,0,0,0
201079.0,1,0,0,0,0,0,0
65402.0,0,1,0,0,0,0,0
281923.0,1,0,0,0,0,1,0
13889.0,0,0,0,0,1,0,0
365825.0,1,1,0,0,0,0,0
153104.0,0,1,0,0,0,1,0
150170.0,0,0,0,0,0,1,0
387940.0,1,0,0,0,0,1,0
154550.0,1,0,0,0,0,0,0
141607.0,0,0,0,1,0,1,0
375567.0,1,0,0,0,0,1,0
233207.0,0,1,0,0,0,0,0
373080.0,1,1,0,1,0,0,0
406873.0,1,0,1,0,0,0,0
372884.0,0,0,0,0,0,1,0
292689.0,0,0,1,0,0,0,0
399282.0,1,1,0,0,0,0,0
261101.0,1,0,0,0,0,0,0
171283.0,0,0,0,0,0,1,0
193497.0,0,0,0,0,1,1,0
90272.0,1,0,0,0,0,0,0
309195.0,0,0,0,0,0,0,1
14707.0,1,1,0,0,0,0,0
236128.0,0,1,0,0,0,0,0
152137.0,1,0,0,0,0,0,0
401123.0,0,0,0,0,1,1,0
115919.0,1,0,0,0,0,0,0
189846.0,1,0,0,1,0,1,0
348271.0,1,0,0,0,0,1,0
179108.0,1,1,0,0,0,0,0
184534.0,0,0,1,0,0,0,0
329030.0,1,1,0,0,0,0,0
39720.0,0,0,0,0,0,0,1
40836.0,0,0,0,1,1,0,0
302195.0,1,0,0,0,0,1,0
222074.0,0,1,0,1,0,0,0
289765.0,0,1,0,0,0,0,0
89372.0,0,1,0,0,0,0,0
238716.0,1,0,0,0,0,0,0
315344.0,1,1,0,0,0,0,0
135272.0,0,1,0,0,0,0,0
86873.0,0,0,0,0,1,0,0
395366.0,1,1,0,0,0,0,0
250582.0,0,0,0,0,0,1,0
188311.0,0,0,0,1,0,0,0
123899.0,1,0,0,0,0,1,0
110992.0,0,0,0,1,0,1,0
306546.0,0,1,0,0,1,0,0
355045.0,0,1,0,1,0,0,0
270184.0,1,1,0,0,0,0,0
140931.0,0,0,0,0,0,1,0
299251.0,0,0,0,0,0,1,0
199776.0,0,0,0,1,0,1,0
396700.0,0,1,0,0,0,0,0
221210.0,1,1,0,0,0,0,0
298823.0,0,0,0,1,0,0,0
48457.0,0,0,1,0,0,0,0
195822.0,0,0,0,0,0,1,1
22163.0,0,0,1,0,0,0,0
412518.0,1,1,0,0,0,1,0
222936.0,1,1,0,0,0,0,0
259175.0,1,1,0,0,0,0,0
311998.0,1,0,0,0,0,1,0
190146.0,1,0,0,0,0,1,1
203886.0,0,0,0,0,0,1,0
350777.0,0,1,0,0,0,1,0
159360.0,1,1,0,0,0,0,0
274981.0,0,0,0,0,0,1,0
244796.0,1,0,0,0,0,0,1
338417.0,1,0,0,0,0,0,0
280105.0,1,0,0,0,0,0,0
375077.0,1,0,0,0,0,0,0
75150.0,1,0,0,0,0,0,0
343916.0,1,0,0,1,0,0,0
249315.0,1,1,0,0,0,0,0
396045.0,0,0,0,1,0,0,0
169775.0,1,0,0,0,0,0,0
10968.0,1,0,1,0,0,0,0
296455.0,0,0,0,0,1,0,0
397363.0,0,0,0,1,0,0,0
328112.0,1,0,0,0,0,1,0
105414.0,1,1,0,0,0,1,0
128333.0,1,0,0,1,0,1,0
266019.0,0,0,1,0,0,1,0
240011.0,0,0,1,0,0,0,0
397565.0,1,1,0,0,0,0,0
397825.0,1,0,0,1,0,0,0
274308.0,1,0,0,0,0,1,0
77424.0,0,0,0,0,1,0,1
330753.0,1,1,0,0,0,1,0
341613.0,1,0,0,1,0,0,0
283199.0,1,0,0,0,0,1,0
187691.0,0,0,0,0,0,1,0
335684.0,1,1,0,0,0,0,0
318266.0,1,0,0,1,0,0,0
349766.0,0,0,0,0,0,1,0
378899.0,0,1,0,0,0,0,0
298562.0,1,0,0,0,1,0,0
217738.0,1,0,0,1,0,0,0
391705.0,0,0,1,0,0,0,0
341535.0,1,0,0,0,0,0,0
246491.0,1,0,1,0,0,0,0
132229.0,1,0,0,0,0,0,0
209731.0,1,0,0,0,0,0,0
214816.0,0,0,1,1,0,0,0
297588.0,1,0,0,0,0,0,0
244029.0,0,0,1,0,0,1,0
143349.0,1,0,0,0,0,1,0
249942.0,0,0,0,0,0,1,0
202085.0,0,1,0,0,0,0,0
90546.0,1,0,0,1,0,0,0
306185.0,1,0,0,0,0,0,0
284005.0,1,0,0,0,0,0,0
405517.0,0,1,0,0,0,0,0
405675.0,0,1,0,0,0,0,0
227779.0,1,0,0,0,0,1,0
147475.0,0,0,0,1,0,0,0
12003.0,0,0,1,0,0,0,0
241587.0,1,1,0,0,0,0,0
227717.0,0,0,0,1,0,0,0
358613.0,0,0,1,0,0,0,0
260071.0,1,1,0,0,0,0,0
189274.0,1,1,0,0,0,0,0
139966.0,1,0,0,0,0,1,0
163698.0,0,0,0,0,0,0,0
60855.0,0,1,0,0,0,0,0
326236.0,1,1,0,0,0,0,0
222615.0,0,0,1,0,0,0,0
239720.0,0,1,1,0,0,1,0
233621.0,1,0,0,0,0,0,0
19426.0,1,0,0,0,0,1,0
327017.0,1,1,0,0,0,1,0
113539.0,0,0,0,0,0,0,1
26288.0,1,0,1,0,0,0,0
286361.0,1,1,0,0,0,0,0
46549.0,0,0,1,0,0,0,0
245751.0,0,0,1,0,0,0,0
74852.0,1,0,0,0,0,1,1
219302.0,0,1,0,0,0,0,0
277286.0,0,0,0,0,0,1,0
284439.0,1,1,0,0,0,0,0
368173.0,1,1,0,0,0,0,0
113860.0,0,0,0,0,0,1,0
395624.0,1,0,0,0,0,0,0
143366.0,1,1,0,0,0,0,0
349128.0,1,0,0,0,0,0,0
337174.0,0,0,1,0,0,0,0
278404.0,1,1,0,0,0,0,0
376628.0,1,1,0,0,0,0,0
307824.0,1,0,0,0,0,1,0
21898.0,1,0,1,0,0,0,0
169619.0,0,1,0,0,0,1,0
279577.0,1,0,0,0,0,0,0
330076.0,0,0,0,1,1,0,0
175238.0,0,0,0,0,0,1,0
375557.0,0,0,0,0,1,1,0
38201.0,0,1,0,0,0,1,0
364223.0,1,1,0,0,0,0,0
55030.0,1,0,0,0,0,0,0
395773.0,1,0,0,0,0,1,0
320790.0,1,1,0,0,0,1,0
396949.0,1,1,0,0,0,0,0
341090.0,0,0,1,0,0,1,0
263326.0,0,0,0,1,0,1,0
362178.0,0,0,0,1,0,0,0
133571.0,1,1,0,0,0,1,0
139642.0,1,1,0,0,0,0,0
342432.0,1,0,0,0,0,1,0
157903.0,1,1,0,0,0,0,0
55222.0,0,0,0,1,0,0,0
259995.0,1,1,0,0,0,1,0
14829.0,1,1,0,0,0,0,0
70921.0,1,0,0,0,0,1,0
356944.0,1,1,0,0,0,0,0
232196.0,1,0,0,0,0,1,0
299899.0,0,1,0,1,0,0,0
327004.0,0,1,0,0,0,1,0
287397.0,1,1,0,0,0,0,0
287240.0,0,1,0,0,0,0,0
240457.0,0,0,0,0,0,1,0
297227.0,1,1,0,0,0,0,0
385790.0,1,0,0,0,0,0,0
47893.0,1,0,1,0,0,0,0
2204.0,1,1,0,0,0,0,0
278790.0,1,0,1,0,0,0,0
222918.0,1,1,0,0,0,1,0
186181.0,0,1,0,0,0,0,0
295157.0,0,0,1,0,0,0,0
285476.0,0,0,1,0,0,0,0
326038.0,1,1,0,0,0,0,0
241754.0,0,0,1,0,0,1,0
78760.0,1,0,0,0,0,1,0
99439.0,0,0,1,0,0,0,0
311338.0,1,0,0,0,0,1,0
356572.0,0,0,0,1,0,0,0
359072.0,0,0,0,0,0,1,1
414562.0,0,0,1,0,0,0,0
199744.0,0,0,0,0,0,1,0
244929.0,1,1,0,0,0,0,0
113345.0,1,1,0,0,0,0,0
25863.0,1,0,0,0,0,1,0
42240.0,0,1,0,0,0,1,0
64532.0,1,1,0,0,0,0,0
130630.0,0,0,1,0,0,1,0
26957.0,0,1,0,0,0,0,0
164284.0,1,1,0,0,0,0,0
109764.0,0,1,1,0,0,1,0
48843.0,0,0,0,0,0,0,1
33854.0,0,0,1,0,0,0,0
283329.0,0,1,0,0,0,1,0
311133.0,1,1,0,0,0,0,0
370781.0,0,0,1,0,0,0,0
286421.0,1,1,0,0,0,0,0
405513.0,0,1,0,0,0,0,0
282332.0,1,1,0,0,0,0,0
408913.0,1,1,0,0,0,0,0
190272.0,0,0,0,0,1,1,0
41231.0,1,0,1,0,0,0,0
192392.0,0,0,1,0,0,0,0
99928.0,1,0,0,0,0,1,0
221252.0,0,1,0,1,0,0,0
64499.0,1,1,0,0,0,0,0
93211.0,1,0,1,0,0,0,0
104593.0,0,0,0,1,0,1,0
196543.0,0,0,0,0,1,0,0
177548.0,1,1,0,0,0,0,0
119749.0,0,0,0,0,0,1,0
269902.0,1,0,0,0,0,1,0
283571.0,0,0,1,0,0,0,0
329109.0,0,1,0,0,0,1,0
362858.0,0,0,1,0,0,1,0
410668.0,1,0,0,0,0,1,0
135102.0,1,0,1,0,0,0,0
177822.0,1,0,1,0,0,0,0
315495.0,0,0,0,0,0,1,0
184432.0,0,1,0,0,0,0,0
382484.0,1,0,0,0,0,0,0
313634.0,1,0,0,0,0,1,0
41463.0,0,1,0,1,0,0,0
396943.0,0,0,0,0,0,1,0
123146.0,0,0,0,1,0,0,0
216581.0,0,0,0,0,0,1,0
366009.0,1,1,0,1,0,0,0
138323.0,1,0,0,0,0,1,0
304432.0,0,1,0,0,0,0,0
290299.0,0,0,0,0,0,1,0
302233.0,1,1,0,0,0,0,0
381258.0,1,0,0,1,0,0,0
319283.0,0,0,0,0,0,1,0
264917.0,0,0,0,1,0,1,0
133977.0,1,1,0,0,0,0,0
264474.0,1,1,0,0,0,0,0
151299.0,0,0,0,1,0,1,0
296970.0,1,0,0,1,0,0,0
6731.0,1,0,0,0,0,0,0
262479.0,1,1,0,0,0,0,0
39772.0,0,1,0,0,0,0,0
291681.0,1,0,0,0,0,0,0
297361.0,0,0,0,0,1,1,0
289772.0,0,1,0,0,0,0,0
405849.0,1,1,0,0,0,0,0
144603.0,1,0,0,0,0,1,0
68920.0,0,0,0,1,0,0,0
387409.0,1,0,0,0,0,0,0
260304.0,0,1,0,0,0,1,0
387823.0,1,0,0,0,0,0,0
368678.0,1,1,0,0,0,0,0
144322.0,0,0,0,0,0,1,0
216413.0,0,1,0,1,0,0,0
190613.0,1,0,0,0,0,0,0
256124.0,1,0,0,1,0,0,0
384268.0,1,0,0,0,0,0,0
93926.0,0,0,0,1,0,0,0
261248.0,1,0,0,0,0,1,0
335381.0,0,1,0,0,0,1,0
142834.0,1,0,0,0,0,1,0
238083.0,1,1,0,0,0,0,0
136912.0,1,1,0,0,0,0,0
364025.0,0,0,0,0,0,1,0
112177.0,0,0,0,0,0,1,0
117731.0,0,0,0,1,0,1,0
330160.0,1,0,1,0,0,0,0
301193.0,0,0,0,0,0,1,0
140115.0,1,0,0,0,0,0,0
245515.0,0,0,0,0,0,1,0
96984.0,0,1,0,0,0,1,0
229437.0,0,0,0,1,0,1,0
116783.0,1,1,0,0,0,0,0
102946.0,0,0,0,0,0,1,0
380285.0,1,0,0,0,0,0,0
402933.0,0,0,0,0,0,1,0
306560.0,0,0,0,1,0,0,0
206348.0,1,1,0,0,0,0,0
12715.0,0,1,0,0,0,0,0
180072.0,1,0,0,0,0,1,0
287252.0,1,1,0,0,0,0,0
319192.0,0,0,1,0,0,1,0
39139.0,0,0,0,1,0,1,0
217702.0,0,1,0,0,0,0,0
309818.0,1,1,0,0,0,0,0
326778.0,1,0,0,0,0,0,0
262659.0,1,1,0,0,0,0,0
395987.0,1,0,0,0,0,0,0
321226.0,0,1,0,0,0,1,0
62727.0,1,0,0,0,0,0,0
124659.0,1,0,0,0,0,1,0
9757.0,0,0,1,0,0,0,0
244332.0,0,0,0,0,0,1,1
305883.0,1,0,0,0,0,1,0
293023.0,0,0,0,0,0,1,0
265298.0,1,1,0,0,0,0,0
274353.0,1,0,0,0,0,1,0
145789.0,1,0,0,0,0,1,0
406113.0,1,1,0,0,0,0,0
70908.0,0,1,0,0,0,0,1
170295.0,1,1,0,0,0,0,0
260333.0,0,0,0,1,0,1,0
236547.0,0,0,0,0,0,1,0
42689.0,0,0,0,0,1,1,0
122137.0,1,0,0,0,0,1,0
99430.0,1,1,0,0,0,0,0
415050.0,1,0,0,0,0,1,1
310002.0,0,1,0,0,0,1,0
75871.0,0,0,0,0,0,1,0
125657.0,1,0,0,0,0,0,0
321660.0,1,0,0,0,0,1,0
77715.0,1,0,0,0,0,1,0
303369.0,1,0,0,0,0,1,0
413189.0,1,1,0,0,0,0,0
224344.0,1,1,0,0,0,0,0
295213.0,0,1,0,0,0,0,0
5967.0,1,0,1,0,0,0,0
204045.0,0,0,0,0,0,1,0
94822.0,0,0,1,0,0,0,0
380054.0,1,0,0,0,0,0,0
230202.0,1,1,0,0,0,0,0
126478.0,1,0,0,1,0,0,0
221051.0,0,1,0,0,0,0,0
165255.0,1,1,0,0,0,0,0
140403.0,1,0,0,1,0,0,0
279487.0,1,0,0,0,0,1,0
194487.0,0,0,0,0,0,1,0
332640.0,1,0,0,0,0,1,0
200497.0,0,1,0,1,0,1,0
314091.0,1,0,0,0,0,1,0
211829.0,1,0,0,0,0,1,0
182690.0,0,0,0,0,0,1,0
137715.0,1,0,0,0,0,1,0
258217.0,0,0,0,0,0,1,0
125758.0,0,0,0,0,0,0,1
283236.0,0,0,1,0,0,1,0
54264.0,1,1,0,0,0,0,0
179847.0,0,0,0,0,0,1,0
63343.0,0,0,1,0,0,0,0
229852.0,1,0,0,0,0,1,0
140545.0,0,0,1,0,0,0,0
86641.0,0,1,1,0,0,0,0
239645.0,0,1,1,0,0,0,0
86164.0,1,0,0,0,0,1,0
18134.0,1,1,0,0,0,0,0
322691.0,0,0,0,0,0,1,1
288609.0,0,0,0,0,0,1,0
166183.0,1,1,0,0,0,0,0
236138.0,0,1,0,1,0,0,0
365293.0,1,1,0,0,0,0,0
63112.0,0,1,1,0,0,0,0
214162.0,0,0,0,0,0,1,1
301949.0,1,0,0,0,0,1,0
348120.0,1,0,0,0,0,0,0
120702.0,0,1,0,1,0,0,0
186528.0,0,0,0,0,0,1,0
283148.0,1,0,0,0,0,1,0
116331.0,1,1,0,0,0,0,0
245975.0,1,0,0,0,0,0,0
357721.0,0,1,0,0,0,0,0
80463.0,0,0,0,1,0,1,0
115103.0,1,0,0,0,0,1,0
393980.0,0,0,0,0,0,1,1
406249.0,1,0,0,0,0,0,0
234444.0,0,0,1,0,0,1,0
382595.0,1,0,0,1,0,0,0
139599.0,1,0,0,0,0,0,0
267314.0,0,0,0,1,0,0,0
361037.0,0,0,0,1,0,1,0
240520.0,1,0,0,0,0,1,0
372707.0,0,0,0,0,1,0,0
161377.0,1,1,0,0,0,0,0
178213.0,1,1,0,0,0,1,0
91666.0,1,0,0,0,0,0,0
311957.0,1,1,0,0,0,0,0
291837.0,0,1,0,0,0,1,0
255801.0,1,1,0,0,0,0,0
200429.0,1,1,0,0,0,0,0
285155.0,0,1,0,0,0,0,0
119285.0,1,0,0,0,0,1,0
55620.0,1,0,0,0,0,1,0
366272.0,1,1,0,0,0,0,0
321650.0,0,1,0,0,0,0,0
341533.0,1,1,0,0,0,0,0
218756.0,1,0,0,1,0,0,0
383222.0,1,0,0,0,0,0,0
240853.0,0,1,0,0,0,0,0
87473.0,0,1,0,0,0,0,0
47140.0,0,0,0,0,0,1,0
277043.0,1,0,0,0,0,0,0
85164.0,0,0,0,1,0,1,0
169301.0,1,1,0,0,0,0,0
22547.0,0,0,0,0,1,0,0
105842.0,0,0,1,0,0,0,0
250715.0,0,1,0,0,0,0,0
326994.0,0,0,1,0,0,0,0
217653.0,0,0,0,0,0,1,0
19333.0,0,1,0,0,0,0,0
369937.0,1,0,0,0,0,1,0
93744.0,1,1,0,0,0,0,0
373431.0,0,0,0,0,0,1,0
228710.0,0,1,0,0,0,0,0
172732.0,1,0,0,1,0,0,0
382412.0,0,0,0,0,1,0,1
368720.0,0,1,0,0,0,1,0
86978.0,1,0,0,0,1,1,0
406406.0,1,1,0,0,0,0,0
204122.0,1,1,0,0,0,0,0
175063.0,1,0,0,0,0,0,0
74067.0,0,0,0,0,0,1,0
150008.0,0,1,0,0,0,0,0
81831.0,1,0,1,0,0,0,0
245487.0,1,0,0,0,0,0,0
406814.0,0,1,0,0,0,0,0
284497.0,1,1,0,0,0,1,0
281651.0,0,0,1,0,0,1,0
99515.0,0,0,1,0,0,0,0
343809.0,0,0,0,0,0,1,0
45719.0,0,0,0,0,0,1,0
15216.0,0,0,0,0,0,0,0
55111.0,1,0,0,0,0,1,0
85398.0,0,0,0,0,0,0,1
220529.0,0,0,0,0,1,0,0
186450.0,1,0,0,1,0,0,0
416313.0,0,0,0,1,0,0,0
250160.0,0,1,0,0,0,0,0
129223.0,1,1,0,0,0,0,0
177108.0,1,1,0,0,0,0,0
87139.0,0,0,0,0,0,1,0
177400.0,1,0,1,0,0,0,0
57088.0,1,1,0,0,0,0,0
233110.0,1,0,0,1,0,0,0
196320.0,0,1,0,0,0,0,0
335725.0,1,1,0,0,0,0,0
133221.0,0,0,0,0,1,1,0
165651.0,1,0,0,1,0,0,0
119534.0,1,1,0,0,0,1,0
315801.0,1,0,1,0,0,0,0
46927.0,1,0,0,0,0,1,0
153928.0,1,1,0,0,0,0,0
131199.0,0,0,0,0,1,1,0
309147.0,1,0,0,1,0,1,0
232823.0,1,0,1,0,0,0,0
179388.0,1,0,0,0,0,1,0
210601.0,0,0,0,0,0,1,0
375380.0,1,0,0,0,0,0,0
169471.0,1,1,0,0,0,0,0
129320.0,1,1,0,0,0,0,0
39733.0,1,0,1,0,0,0,0
149421.0,1,0,0,0,0,1,0
89091.0,0,0,0,0,1,0,0
417172.0,1,0,1,0,0,1,1
399890.0,1,0,1,0,0,0,0
181266.0,1,0,0,0,0,0,0
170119.0,0,1,0,0,0,0,0
296929.0,0,0,0,0,0,1,0
91444.0,0,0,0,0,0,1,0
195745.0,1,0,0,0,0,1,0
60963.0,1,1,0,0,0,1,0
202401.0,0,0,0,0,1,1,0
218297.0,0,0,0,1,0,0,0
369665.0,1,1,0,0,0,0,0
219117.0,1,1,0,0,0,0,0
188571.0,1,1,0,0,0,0,0
267654.0,0,1,0,1,0,0,0
184418.0,0,0,0,1,0,0,0
395515.0,1,1,0,0,0,0,0
69977.0,1,0,0,0,0,0,0
358256.0,0,0,0,0,1,1,0
200350.0,0,0,0,1,0,1,0
90610.0,1,0,0,0,0,1,0
271638.0,0,0,0,1,0,1,0
321183.0,0,0,1,0,0,1,0
232844.0,1,1,0,0,0,0,0
133428.0,0,0,0,0,1,1,0
187310.0,1,0,0,0,0,1,0
151670.0,1,1,0,0,0,0,0
397052.0,0,0,0,0,0,1,0
140593.0,0,0,1,0,0,0,0
245507.0,1,0,0,0,0,0,0
42342.0,0,0,1,0,0,0,0
259945.0,1,1,0,0,0,0,0
140161.0,1,1,0,0,0,1,0
17450.0,0,0,0,0,0,1,0
293788.0,1,0,0,0,0,1,0
350757.0,0,0,0,0,0,1,0
171361.0,0,0,0,0,0,0,1
307801.0,1,1,0,0,0,1,0
259377.0,1,0,0,0,0,1,0
406379.0,1,1,0,0,0,0,0
161425.0,1,1,0,1,0,0,0
60937.0,1,0,0,0,0,0,0
95160.0,0,0,0,1,0,1,0
238836.0,1,1,0,0,0,1,0
322621.0,1,0,0,0,0,0,0
102321.0,1,0,0,0,0,1,0
215915.0,0,0,0,1,0,0,0
31802.0,0,0,0,0,1,0,0
156239.0,1,1,0,0,0,0,0
329987.0,0,1,0,0,0,0,1
137044.0,1,1,0,0,0,0,0
327037.0,0,0,1,0,0,0,0
386984.0,1,0,0,0,0,0,0
138619.0,1,0,0,0,0,0,0
232136.0,0,1,0,0,0,1,0
132262.0,1,0,0,0,0,1,0
406926.0,1,0,0,0,0,1,0
162805.0,1,1,0,0,0,0,0
298857.0,1,0,0,1,0,0,0
233270.0,1,1,0,0,0,0,0
144257.0,1,0,0,0,0,1,0
47260.0,1,0,1,0,0,0,0
278159.0,0,1,0,0,0,1,0
11188.0,1,1,0,0,0,0,0
26887.0,1,0,1,0,0,0,0
394156.0,1,0,0,0,0,1,1
329066.0,0,1,0,0,0,1,0
410562.0,1,1,0,0,0,0,0
121160.0,1,0,0,1,0,0,0
261523.0,1,0,0,0,0,0,0
190573.0,1,1,0,0,0,0,0
312268.0,1,1,0,0,0,0,0
242376.0,1,0,0,0,0,1,0
259603.0,0,0,0,0,0,1,0
202714.0,1,0,0,0,0,0,0
383628.0,0,0,0,0,0,1,1
180406.0,1,0,0,0,0,0,0
64916.0,1,0,0,0,0,1,0
89522.0,0,0,1,0,0,0,0
198848.0,1,0,1,0,0,0,0
371982.0,0,0,0,1,0,1,0
319277.0,1,1,0,0,0,1,0
225004.0,1,0,0,1,0,0,0
39897.0,1,1,0,0,0,0,0
263567.0,1,0,0,0,0,1,0
354623.0,0,0,1,0,0,0,0
64341.0,0,1,0,0,0,1,0
327094.0,1,0,1,0,0,0,0
154680.0,1,0,0,0,0,0,0
405783.0,0,1,1,0,0,0,0
48784.0,0,0,0,0,0,1,1
135784.0,0,0,0,0,0,1,0
213066.0,1,0,0,1,0,0,0
221285.0,1,1,0,0,0,0,0
341701.0,0,0,1,0,0,0,0
16085.0,0,0,0,1,0,0,0
84815.0,0,0,0,0,1,1,1
170331.0,1,0,0,1,0,0,0
263305.0,0,0,1,0,0,1,0
221428.0,0,1,0,0,0,1,0
410699.0,0,0,1,0,0,1,0
217704.0,0,0,0,1,0,0,0
395428.0,1,0,0,0,0,0,0
395393.0,0,1,0,0,0,0,0
368750.0,1,1,0,0,0,0,0
178421.0,1,1,0,0,0,0,0
313154.0,0,0,1,0,0,0,0
121307.0,1,0,0,1,0,0,0
264202.0,1,1,0,0,0,0,0
90838.0,1,1,0,0,0,0,0
200846.0,0,0,0,1,0,0,0
310004.0,0,1,0,0,0,0,0
380884.0,1,0,0,1,0,0,0
234082.0,0,0,1,0,0,0,0
382873.0,0,0,0,1,0,0,0
42219.0,0,0,1,0,0,0,0
304897.0,0,0,0,0,1,1,0
79930.0,0,0,1,0,0,0,0
