id,Spruce_x,Sliver Fir_x,Douglas Fir_x,Pine_x,Oak_x,Beech_x,Sycamore_x,sum,Spruce_y,Sliver Fir_y,Douglas Fir_y,Pine_y,Oak_y,Beech_y,Sycamore_y,Others
405584.0,True,True,True,True,True,True,True,7,0.5,0.2,0.0,0.0,0.15,0.1,0.0,0.05
155352.0,True,True,True,True,True,True,True,7,0.1,0.0,0.0,0.05,0.05,0.75,0.0,0.05
57849.0,True,True,True,True,True,True,True,7,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0
358555.0,True,True,True,True,True,True,True,7,0.05,0.05,0.0,0.0,0.0,0.9,0.0,0.0
129537.0,True,True,True,True,True,True,True,7,0.45,0.1,0.0,0.0,0.0,0.1,0.35,0.0
132944.0,True,True,True,True,True,True,True,7,0.6,0.3,0.0,0.0,0.0,0.1,0.0,0.0
289769.0,True,True,True,True,True,True,True,7,0.15,0.3,0.0,0.0,0.0,0.3,0.25,0.0
157356.0,True,True,True,True,True,True,True,7,0.1,0.6,0.0,0.0,0.0,0.3,0.0,0.0
334034.0,True,True,True,True,True,True,True,7,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0
51529.0,True,True,True,True,True,True,True,7,0.6,0.0,0.0,0.2,0.15,0.05,0.0,0.0
151425.0,True,True,True,True,True,True,True,7,0.6,0.15,0.25,0.0,0.0,0.0,0.0,0.0
346459.0,True,True,True,True,True,True,True,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175421.0,True,True,True,True,True,True,True,7,0.1,0.0,0.5,0.0,0.0,0.2,0.15,0.05
237428.0,True,True,True,True,True,True,True,7,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0
180326.0,True,True,True,True,True,True,True,7,0.8,0.0,0.0,0.0,0.0,0.15,0.05,0.0
367737.0,True,True,True,True,True,True,True,7,0.45,0.35,0.0,0.0,0.0,0.2,0.0,0.0
391246.0,True,True,True,True,True,True,True,7,0.85,0.05,0.05,0.0,0.0,0.05,0.0,0.0
332647.0,True,True,True,True,True,True,True,7,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0
235718.0,True,True,True,True,True,True,True,7,0.3,0.0,0.2,0.0,0.0,0.5,0.0,0.0
215617.0,True,True,True,True,True,True,True,7,0.8,0.05,0.0,0.0,0.0,0.15,0.0,0.0
302979.0,True,True,True,True,True,True,True,7,0.1,0.0,0.0,0.0,0.0,0.7,0.2,0.0
381431.0,True,True,True,True,True,True,True,7,0.5,0.1,0.0,0.0,0.0,0.05,0.25,0.1
408310.0,True,True,True,True,True,True,True,7,0.2,0.0,0.0,0.0,0.25,0.25,0.15,0.15
134077.0,True,True,True,True,True,True,True,7,0.05,0.8,0.0,0.0,0.0,0.1,0.05,0.0
168328.0,True,True,True,True,True,True,True,7,0.8,0.1,0.0,0.0,0.0,0.1,0.0,0.0
67866.0,True,True,True,True,True,True,True,7,0.0,0.0,0.0,0.0,0.15,0.85,0.0,0.0
358842.0,True,True,True,True,True,True,True,7,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0
321827.0,True,True,True,True,True,True,True,7,0.4,0.1,0.0,0.05,0.0,0.4,0.0,0.05
380038.0,True,True,True,True,True,True,True,7,0.6,0.05,0.0,0.35,0.0,0.0,0.0,0.0
350849.0,True,True,True,True,True,True,True,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50389.0,True,True,True,True,True,True,True,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
267088.0,True,True,True,True,True,True,True,7,0.3,0.4,0.0,0.0,0.0,0.3,0.0,0.0
403656.0,True,True,True,True,True,True,True,7,0.1,0.1,0.0,0.5,0.0,0.3,0.0,0.0
170382.0,True,True,True,True,True,True,True,7,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0
267701.0,True,True,True,True,True,True,True,7,0.35,0.0,0.0,0.0,0.0,0.65,0.0,0.0
44358.0,True,True,True,True,True,True,True,7,0.05,0.25,0.0,0.7,0.0,0.0,0.0,0.0
94772.0,True,True,True,True,True,True,True,7,0.6,0.35,0.0,0.0,0.0,0.05,0.0,0.0
275115.0,True,True,True,True,True,True,True,7,0.05,0.0,0.0,0.0,0.0,0.85,0.05,0.05
268377.0,True,True,True,True,True,True,True,7,0.25,0.7,0.0,0.0,0.0,0.05,0.0,0.0
101137.0,True,True,True,True,True,True,True,7,0.5,0.05,0.0,0.0,0.0,0.35,0.1,0.0
84963.0,True,True,True,True,True,True,True,7,0.45,0.05,0.0,0.0,0.0,0.5,0.0,0.0
90402.0,True,True,True,True,True,True,True,7,0.85,0.15,0.0,0.0,0.0,0.0,0.0,0.0
275041.0,True,True,True,True,True,True,True,7,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0
194398.0,True,True,True,True,True,True,True,7,0.5,0.0,0.45,0.0,0.0,0.05,0.0,0.0
103031.0,True,True,True,True,True,True,True,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83915.0,True,True,True,True,True,True,True,7,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0
282454.0,True,True,True,True,True,True,True,7,0.3,0.5,0.0,0.0,0.0,0.2,0.0,0.0
121582.0,True,True,True,True,True,True,True,7,0.15,0.45,0.0,0.2,0.0,0.15,0.0,0.05
39529.0,True,True,True,True,True,True,True,7,0.05,0.4,0.0,0.0,0.0,0.5,0.05,0.0
125835.0,True,True,True,True,True,True,True,7,0.05,0.8,0.0,0.0,0.0,0.15,0.0,0.0
341215.0,True,True,True,True,True,True,True,7,0.25,0.0,0.0,0.1,0.0,0.45,0.15,0.05
396701.0,True,True,True,True,True,True,True,7,0.75,0.1,0.0,0.0,0.0,0.15,0.0,0.0
213860.0,True,True,True,True,True,True,True,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146415.0,True,True,True,True,True,True,True,7,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0
236144.0,True,True,True,True,True,True,True,7,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0
403453.0,True,True,True,True,True,True,True,7,0.05,0.1,0.15,0.0,0.1,0.3,0.25,0.05
278300.0,True,True,True,True,True,True,True,7,0.65,0.15,0.0,0.0,0.0,0.15,0.05,0.0
5892.0,True,True,True,True,True,True,True,7,0.2,0.2,0.0,0.45,0.0,0.15,0.0,0.0
241048.0,True,True,True,True,True,True,True,7,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0
338807.0,True,True,True,True,True,True,True,7,0.35,0.0,0.0,0.0,0.0,0.4,0.2,0.05
76394.0,True,True,True,True,True,True,True,7,0.5,0.4,0.0,0.0,0.0,0.1,0.0,0.0
354954.0,True,True,True,True,True,True,True,7,0.5,0.2,0.0,0.15,0.0,0.15,0.0,0.0
162655.0,True,True,True,True,True,True,True,7,0.35,0.45,0.0,0.0,0.0,0.1,0.1,0.0
123092.0,True,True,True,True,True,True,True,7,0.6,0.0,0.0,0.1,0.0,0.3,0.0,0.0
166612.0,True,True,True,True,True,True,True,7,0.2,0.1,0.2,0.0,0.0,0.2,0.25,0.05
416830.0,True,True,True,True,True,True,True,7,0.25,0.1,0.0,0.0,0.0,0.5,0.05,0.1
279265.0,True,True,True,True,True,True,True,7,0.6,0.1,0.05,0.0,0.0,0.25,0.0,0.0
337384.0,True,True,True,True,True,True,True,7,0.85,0.05,0.0,0.0,0.0,0.1,0.0,0.0
277999.0,True,True,True,True,True,True,True,7,0.25,0.2,0.45,0.0,0.0,0.1,0.0,0.0
355764.0,True,True,True,True,True,True,True,7,0.1,0.2,0.0,0.0,0.0,0.7,0.0,0.0
212393.0,True,True,True,True,True,True,True,7,0.0,0.0,0.0,0.0,0.5,0.4,0.05,0.05
221168.0,True,True,True,True,True,True,True,7,0.25,0.1,0.0,0.55,0.0,0.1,0.0,0.0
327085.0,True,True,True,True,True,True,True,7,0.05,0.4,0.0,0.0,0.0,0.55,0.0,0.0
104920.0,True,True,True,True,True,True,True,7,0.3,0.3,0.0,0.0,0.0,0.15,0.15,0.1
208492.0,True,True,True,True,True,True,True,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217791.0,True,True,True,True,True,True,True,7,0.1,0.05,0.0,0.85,0.0,0.0,0.0,0.0
379575.0,True,True,True,True,True,True,True,7,0.35,0.4,0.0,0.0,0.0,0.2,0.05,0.0
134597.0,True,True,True,True,True,True,True,7,0.15,0.05,0.0,0.0,0.0,0.8,0.0,0.0
249611.0,True,True,True,True,True,True,True,7,0.2,0.3,0.0,0.0,0.0,0.5,0.0,0.0
161067.0,True,True,True,True,True,True,True,7,0.15,0.0,0.85,0.0,0.0,0.0,0.0,0.0
248807.0,True,True,True,True,True,True,True,7,0.2,0.0,0.0,0.0,0.0,0.8,0.0,0.0
210779.0,True,True,True,True,True,True,True,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109572.0,True,True,True,True,True,True,True,7,0.3,0.25,0.3,0.0,0.0,0.15,0.0,0.0
31294.0,True,True,True,True,True,True,True,7,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0
216270.0,True,True,True,True,True,True,True,7,0.5,0.45,0.0,0.0,0.0,0.05,0.0,0.0
93411.0,True,True,True,True,True,True,True,7,0.8,0.0,0.0,0.0,0.0,0.15,0.05,0.0
173831.0,True,True,True,True,True,True,True,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201411.0,True,True,True,True,True,True,True,7,0.05,0.0,0.0,0.3,0.2,0.4,0.0,0.05
348688.0,True,True,True,True,True,True,True,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280728.0,True,True,True,True,True,True,True,7,0.65,0.2,0.0,0.0,0.0,0.05,0.1,0.0
320762.0,True,True,True,True,True,True,True,7,0.2,0.15,0.0,0.0,0.0,0.65,0.0,0.0
370982.0,True,True,True,True,True,True,True,7,0.1,0.15,0.0,0.0,0.0,0.65,0.05,0.05
29061.0,True,True,True,True,True,True,True,7,0.4,0.5,0.0,0.0,0.0,0.1,0.0,0.0
39366.0,True,True,True,True,True,True,True,7,0.7,0.15,0.0,0.05,0.0,0.1,0.0,0.0
93281.0,True,True,True,True,True,True,True,7,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0
92380.0,True,True,True,True,True,True,True,7,0.1,0.0,0.0,0.6,0.1,0.15,0.0,0.05
358125.0,True,True,True,True,True,True,True,7,0.25,0.1,0.55,0.0,0.0,0.1,0.0,0.0
205381.0,True,True,True,True,True,True,True,7,0.4,0.4,0.0,0.0,0.0,0.2,0.0,0.0
399369.0,True,True,True,True,True,True,True,7,0.35,0.05,0.0,0.0,0.0,0.6,0.0,0.0
158577.0,True,True,True,True,True,True,True,7,0.45,0.2,0.0,0.05,0.2,0.1,0.0,0.0
281600.0,True,True,True,True,True,True,True,7,0.35,0.35,0.2,0.0,0.0,0.1,0.0,0.0
175087.0,True,True,True,True,True,True,True,7,0.5,0.3,0.0,0.0,0.0,0.2,0.0,0.0
393154.0,True,True,True,True,True,True,True,7,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0
215932.0,True,True,True,True,True,True,True,7,0.45,0.1,0.0,0.2,0.0,0.15,0.0,0.1
267321.0,True,True,True,True,True,True,True,7,0.2,0.4,0.0,0.0,0.05,0.35,0.0,0.0
42037.0,True,True,True,True,True,True,True,7,0.45,0.15,0.0,0.4,0.0,0.0,0.0,0.0
186735.0,True,True,True,True,True,True,True,7,0.1,0.05,0.0,0.0,0.0,0.85,0.0,0.0
365190.0,True,True,True,True,True,True,True,7,0.2,0.1,0.0,0.0,0.0,0.7,0.0,0.0
382406.0,True,True,True,True,True,True,True,7,0.25,0.1,0.0,0.0,0.15,0.2,0.2,0.1
127720.0,True,True,True,True,True,True,True,7,0.5,0.3,0.0,0.0,0.0,0.1,0.1,0.0
230185.0,True,True,True,True,True,True,True,7,0.15,0.25,0.0,0.0,0.0,0.5,0.05,0.05
126023.0,True,True,True,True,True,True,True,7,0.25,0.15,0.0,0.0,0.0,0.4,0.15,0.05
115532.0,True,True,True,True,True,True,True,7,0.4,0.5,0.0,0.0,0.0,0.1,0.0,0.0
368542.0,True,True,True,True,True,True,True,7,0.45,0.5,0.0,0.0,0.0,0.05,0.0,0.0
74698.0,True,True,True,True,True,True,True,7,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0
157189.0,True,True,True,True,True,True,True,7,0.2,0.5,0.0,0.0,0.0,0.3,0.0,0.0
166350.0,True,True,True,True,True,True,True,7,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0
351129.0,True,True,True,True,True,True,True,7,0.25,0.05,0.0,0.0,0.0,0.7,0.0,0.0
275379.0,True,True,True,True,True,True,True,7,0.4,0.0,0.0,0.0,0.0,0.4,0.2,0.0
284324.0,True,True,True,True,True,True,True,7,0.1,0.4,0.0,0.0,0.0,0.5,0.0,0.0
287570.0,True,True,True,True,True,True,True,7,0.5,0.0,0.0,0.15,0.0,0.35,0.0,0.0
197421.0,True,True,True,True,True,True,True,7,0.05,0.0,0.0,0.0,0.05,0.9,0.0,0.0
32680.0,True,True,True,True,True,True,True,7,0.0,0.0,0.0,0.65,0.15,0.1,0.0,0.1
39720.0,True,True,True,True,True,True,True,7,0.05,0.05,0.15,0.0,0.0,0.15,0.6,0.0
378234.0,True,True,True,True,True,True,True,7,0.6,0.25,0.0,0.0,0.0,0.1,0.05,0.0
117436.0,True,True,True,True,True,True,True,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327203.0,True,True,True,True,True,True,True,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109871.0,True,True,True,True,True,True,True,7,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0
363592.0,True,True,True,True,True,True,True,7,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0
307141.0,True,True,True,True,True,True,True,7,0.55,0.15,0.0,0.0,0.0,0.05,0.2,0.05
276819.0,True,True,True,True,True,True,True,7,0.4,0.0,0.1,0.0,0.0,0.25,0.25,0.0
406980.0,True,True,True,True,True,True,True,7,0.5,0.2,0.0,0.0,0.0,0.25,0.05,0.0
181334.0,True,True,True,True,True,True,True,7,0.7,0.1,0.0,0.0,0.0,0.05,0.1,0.05
175012.0,True,True,True,True,True,True,True,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358849.0,True,True,True,True,True,True,True,7,0.5,0.3,0.0,0.0,0.0,0.2,0.0,0.0
17289.0,True,True,True,True,True,True,True,7,0.3,0.45,0.0,0.0,0.0,0.25,0.0,0.0
105778.0,True,True,True,True,True,True,True,7,0.05,0.2,0.0,0.0,0.0,0.7,0.05,0.0
231225.0,True,True,True,True,True,True,True,7,0.65,0.3,0.0,0.0,0.0,0.05,0.0,0.0
264824.0,True,True,True,True,True,True,True,7,0.4,0.2,0.0,0.0,0.0,0.2,0.15,0.05
133739.0,True,True,True,True,True,True,True,7,0.1,0.3,0.35,0.0,0.0,0.25,0.0,0.0
125756.0,True,True,True,True,True,True,True,7,0.7,0.15,0.0,0.0,0.0,0.15,0.0,0.0
72525.0,True,True,True,True,True,True,True,7,0.0,0.0,0.0,0.2,0.15,0.15,0.25,0.25
229745.0,True,True,True,True,True,True,True,7,0.25,0.6,0.0,0.0,0.0,0.15,0.0,0.0
187186.0,True,True,True,True,True,True,True,7,0.2,0.1,0.0,0.0,0.0,0.6,0.05,0.05
394116.0,True,True,True,True,True,True,True,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238743.0,True,True,True,True,True,True,True,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393061.0,True,True,True,True,True,True,True,7,0.4,0.4,0.0,0.2,0.0,0.0,0.0,0.0
399364.0,True,True,True,True,True,True,True,7,0.5,0.0,0.0,0.1,0.0,0.4,0.0,0.0
218684.0,True,True,True,True,True,True,True,7,0.3,0.3,0.0,0.0,0.0,0.35,0.05,0.0
283032.0,True,True,True,True,True,True,True,7,0.5,0.35,0.0,0.0,0.0,0.15,0.0,0.0
283660.0,True,True,True,True,True,True,True,7,0.5,0.4,0.0,0.0,0.0,0.1,0.0,0.0
188079.0,True,True,True,True,True,True,True,7,0.15,0.0,0.0,0.0,0.0,0.8,0.05,0.0
278173.0,True,True,True,True,True,True,True,7,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0
271791.0,True,True,True,True,True,True,True,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56286.0,True,True,True,True,True,True,True,7,0.3,0.0,0.0,0.1,0.15,0.4,0.0,0.05
57687.0,True,True,True,True,True,True,True,7,0.35,0.0,0.0,0.0,0.0,0.5,0.1,0.05
386876.0,True,True,True,True,True,True,True,7,0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0
356379.0,True,True,True,True,True,True,True,7,0.05,0.35,0.0,0.55,0.0,0.05,0.0,0.0
269277.0,True,True,True,True,True,True,True,7,0.05,0.0,0.0,0.0,0.0,0.9,0.05,0.0
375581.0,True,True,True,True,True,True,True,7,0.35,0.45,0.0,0.2,0.0,0.0,0.0,0.0
388618.0,True,True,True,True,True,True,True,7,0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0
388515.0,True,True,True,True,True,True,True,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351664.0,True,True,True,True,True,True,True,7,0.9,0.05,0.0,0.0,0.0,0.05,0.0,0.0
301992.0,True,True,True,True,True,True,True,7,0.65,0.1,0.05,0.0,0.0,0.2,0.0,0.0
323691.0,True,True,True,True,True,True,True,7,0.2,0.0,0.0,0.0,0.0,0.3,0.4,0.1
271749.0,True,True,True,True,True,True,True,7,0.3,0.55,0.0,0.0,0.0,0.15,0.0,0.0
269190.0,True,True,True,True,True,True,True,7,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0
323406.0,True,True,True,True,True,True,True,7,0.6,0.1,0.0,0.0,0.0,0.1,0.1,0.1
11657.0,True,True,True,True,True,True,True,7,0.2,0.35,0.1,0.0,0.0,0.3,0.05,0.0
243381.0,True,True,True,True,True,True,True,7,0.35,0.5,0.0,0.0,0.0,0.15,0.0,0.0
59775.0,True,True,True,True,True,True,True,7,0.95,0.0,0.0,0.0,0.0,0.05,0.0,0.0
248564.0,True,True,True,True,True,True,True,7,0.5,0.0,0.0,0.0,0.0,0.2,0.2,0.1
309156.0,True,True,True,True,True,True,True,7,0.2,0.55,0.0,0.05,0.0,0.2,0.0,0.0
321302.0,True,True,True,True,True,True,True,7,0.15,0.2,0.0,0.0,0.0,0.65,0.0,0.0
190247.0,True,True,True,True,True,True,True,7,0.15,0.0,0.0,0.0,0.0,0.85,0.0,0.0
150187.0,True,True,True,True,True,True,True,7,0.25,0.4,0.0,0.25,0.05,0.05,0.0,0.0
88512.0,True,True,True,True,True,True,True,7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0
140012.0,True,True,True,True,True,True,True,7,0.3,0.4,0.0,0.1,0.0,0.2,0.0,0.0
177979.0,True,True,True,True,True,True,True,7,0.45,0.05,0.15,0.0,0.0,0.35,0.0,0.0
298636.0,True,True,True,True,True,True,True,7,0.25,0.0,0.0,0.25,0.1,0.35,0.0,0.05
241193.0,True,True,True,True,True,True,True,7,0.6,0.2,0.15,0.0,0.0,0.05,0.0,0.0
231816.0,True,True,True,True,True,True,True,7,0.7,0.25,0.0,0.0,0.0,0.05,0.0,0.0
262414.0,True,True,True,True,True,True,True,7,0.05,0.75,0.0,0.15,0.0,0.05,0.0,0.0
373386.0,True,True,True,True,True,True,True,7,0.0,0.0,0.0,0.0,0.5,0.4,0.05,0.05
184548.0,True,True,True,True,True,True,True,7,0.45,0.05,0.25,0.15,0.0,0.1,0.0,0.0
94153.0,True,True,True,True,True,True,True,7,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0
120789.0,True,True,True,True,True,True,True,7,0.75,0.1,0.0,0.0,0.0,0.05,0.1,0.0
367600.0,True,True,True,True,True,True,True,7,0.5,0.45,0.0,0.0,0.0,0.05,0.0,0.0
258370.0,True,True,True,True,True,True,True,7,0.2,0.35,0.0,0.0,0.0,0.45,0.0,0.0
285645.0,True,True,True,True,True,True,True,7,0.1,0.3,0.0,0.0,0.0,0.2,0.3,0.1
408066.0,True,True,True,True,True,True,True,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
138688.0,True,True,True,True,True,True,True,7,0.3,0.6,0.0,0.0,0.0,0.1,0.0,0.0
250864.0,True,True,True,True,True,True,True,7,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0
6261.0,True,True,True,True,True,True,True,7,0.45,0.15,0.2,0.0,0.0,0.15,0.0,0.05
149668.0,True,True,True,True,True,True,True,7,0.2,0.0,0.0,0.0,0.0,0.7,0.1,0.0
415267.0,True,True,True,True,True,True,True,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182355.0,True,True,True,True,True,True,True,7,0.15,0.7,0.0,0.05,0.0,0.1,0.0,0.0
224483.0,True,True,True,True,True,True,True,7,0.55,0.2,0.0,0.0,0.0,0.05,0.2,0.0
227481.0,True,True,True,True,True,True,True,7,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0
188330.0,True,True,True,True,True,True,True,7,0.3,0.15,0.0,0.3,0.2,0.05,0.0,0.0
173279.0,True,True,True,True,True,True,True,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140185.0,True,True,True,True,True,True,True,7,0.5,0.0,0.0,0.15,0.0,0.35,0.0,0.0
